%
%
%

@RELATION UCI_German

@ATTRIBUTE A1	{A11,A12,A13,A14}
@ATTRIBUTE A2	REAL
@ATTRIBUTE A3	{A31,A32,A33,A34,A35}
@ATTRIBUTE A4	{A41,A42,A43,A44,A45,A46,A47,A48,A49,A410,A411}
@ATTRIBUTE A5	REAL
@ATTRIBUTE A6	{A61,A62,A63,A64,A65}
@ATTRIBUTE A7	{A71,A72,A73,A74,A75}
@ATTRIBUTE A8	REAL
@ATTRIBUTE A9	{A91,A92,A93,A94,A95}
@ATTRIBUTE A10	{A101,A102,A103}
@ATTRIBUTE A11	REAL
@ATTRIBUTE A12	{A121,A122,A123,A124}
@ATTRIBUTE A13	REAL
@ATTRIBUTE A14	{A141,A142,A143}
@ATTRIBUTE A15	{A151,A152,A153}
@ATTRIBUTE A16	REAL
@ATTRIBUTE A17	{A171,A172,A173,A174}
@ATTRIBUTE A18	REAL
@ATTRIBUTE A19	{A191,A192}
@ATTRIBUTE A20	{A201,A202}
@ATTRIBUTE class	{0,1}

@DATA
A11,18.0,A35,A43,2124.0,A61,A73,4.0,A92,A101,4.0,A121,24.0,A143,A151,2.0,A173,1.0,A191,A201,1
A11,12.0,A33,A44,2214.0,A61,A73,4.0,A93,A101,3.0,A122,24.0,A143,A152,1.0,A172,1.0,A191,A201,0
A14,21.0,A35,A41,12680.0,A65,A75,4.0,A93,A101,4.0,A124,30.0,A143,A153,1.0,A174,1.0,A192,A201,1
A14,24.0,A35,A41,2463.0,A62,A74,4.0,A94,A101,3.0,A122,27.0,A143,A152,2.0,A173,1.0,A192,A201,0
A12,12.0,A33,A44,1155.0,A61,A75,3.0,A94,A103,3.0,A121,40.0,A141,A152,2.0,A172,1.0,A191,A201,0
A11,30.0,A33,A43,3108.0,A61,A72,2.0,A91,A101,4.0,A122,31.0,A143,A152,1.0,A172,1.0,A191,A201,1
A14,10.0,A33,A42,2901.0,A65,A72,1.0,A92,A101,4.0,A121,31.0,A143,A151,1.0,A173,1.0,A191,A201,0
A12,12.0,A35,A43,3617.0,A61,A75,1.0,A93,A101,4.0,A123,28.0,A143,A151,3.0,A173,1.0,A192,A201,0
A14,12.0,A35,A44,1655.0,A61,A75,2.0,A93,A101,4.0,A121,63.0,A143,A152,2.0,A172,1.0,A192,A201,0
A11,24.0,A33,A42,2812.0,A65,A75,2.0,A92,A101,4.0,A121,26.0,A143,A151,1.0,A173,1.0,A191,A201,0
A11,36.0,A35,A47,8065.0,A61,A73,3.0,A92,A101,2.0,A124,25.0,A143,A152,2.0,A174,1.0,A192,A201,1
A14,21.0,A35,A42,3275.0,A61,A75,1.0,A93,A101,4.0,A123,36.0,A143,A152,1.0,A174,1.0,A192,A201,0
A14,24.0,A35,A44,2223.0,A62,A75,4.0,A93,A101,4.0,A122,52.0,A141,A152,2.0,A173,1.0,A191,A201,0
A13,12.0,A35,A41,1480.0,A63,A71,2.0,A93,A101,4.0,A124,66.0,A141,A153,3.0,A171,1.0,A191,A201,0
A11,24.0,A33,A41,1371.0,A65,A73,4.0,A92,A101,4.0,A121,25.0,A143,A151,1.0,A173,1.0,A191,A201,1
A14,36.0,A35,A41,3535.0,A61,A74,4.0,A93,A101,4.0,A123,37.0,A143,A152,2.0,A173,1.0,A192,A201,0
A11,18.0,A33,A44,3509.0,A61,A74,4.0,A92,A103,1.0,A121,25.0,A143,A152,1.0,A173,1.0,A191,A201,0
A14,36.0,A35,A42,5711.0,A64,A75,4.0,A93,A101,2.0,A123,38.0,A143,A152,2.0,A174,1.0,A192,A201,0
A12,18.0,A33,A46,3872.0,A61,A71,2.0,A92,A101,4.0,A123,67.0,A143,A152,1.0,A173,1.0,A192,A201,0
A12,39.0,A35,A44,4933.0,A61,A74,2.0,A93,A103,2.0,A121,25.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,24.0,A35,A41,1940.0,A64,A75,4.0,A93,A101,4.0,A121,60.0,A143,A152,1.0,A173,1.0,A192,A201,0
A12,12.0,A31,A49,1410.0,A61,A73,2.0,A93,A101,2.0,A121,31.0,A143,A152,1.0,A172,1.0,A192,A201,0
A12,12.0,A33,A41,836.0,A62,A72,4.0,A92,A101,2.0,A122,23.0,A141,A152,1.0,A172,1.0,A191,A201,1
A12,20.0,A33,A42,6468.0,A65,A71,1.0,A91,A101,4.0,A121,60.0,A143,A152,1.0,A174,1.0,A192,A201,0
A12,18.0,A33,A410,1941.0,A64,A73,4.0,A93,A101,2.0,A122,35.0,A143,A152,1.0,A172,1.0,A192,A201,0
A14,22.0,A33,A44,2675.0,A63,A75,3.0,A93,A101,4.0,A123,40.0,A143,A152,1.0,A173,1.0,A191,A201,0
A14,48.0,A35,A42,2751.0,A65,A75,4.0,A93,A101,3.0,A123,38.0,A143,A152,2.0,A173,2.0,A192,A201,0
A12,48.0,A34,A47,6224.0,A61,A75,4.0,A93,A101,4.0,A124,50.0,A143,A153,1.0,A173,1.0,A191,A201,1
A11,40.0,A35,A47,5998.0,A61,A73,4.0,A93,A101,3.0,A124,27.0,A141,A152,1.0,A173,1.0,A192,A201,1
A12,21.0,A33,A410,1188.0,A61,A75,2.0,A92,A101,4.0,A122,39.0,A143,A152,1.0,A173,2.0,A191,A201,1
A14,24.0,A33,A42,6313.0,A65,A75,3.0,A93,A101,4.0,A123,41.0,A143,A152,1.0,A174,2.0,A192,A201,0
A14,6.0,A35,A43,1221.0,A65,A73,1.0,A94,A101,2.0,A122,27.0,A143,A152,2.0,A173,1.0,A191,A201,0
A13,24.0,A33,A43,2892.0,A61,A75,3.0,A91,A101,4.0,A124,51.0,A143,A153,1.0,A173,1.0,A191,A201,0
A14,24.0,A33,A43,3062.0,A63,A75,4.0,A93,A101,3.0,A124,32.0,A143,A151,1.0,A173,1.0,A192,A201,0
A14,9.0,A33,A43,2301.0,A62,A72,2.0,A92,A101,4.0,A122,22.0,A143,A151,1.0,A173,1.0,A191,A201,0
A11,18.0,A33,A42,7511.0,A65,A75,1.0,A93,A101,4.0,A122,51.0,A143,A153,1.0,A173,2.0,A192,A201,1
A14,12.0,A35,A43,1258.0,A61,A72,2.0,A92,A101,4.0,A122,22.0,A143,A151,2.0,A172,1.0,A191,A201,0
A14,24.0,A34,A41,717.0,A65,A75,4.0,A94,A101,4.0,A123,54.0,A143,A152,2.0,A173,1.0,A192,A201,0
A12,9.0,A33,A41,1549.0,A65,A72,4.0,A93,A101,2.0,A121,35.0,A143,A152,1.0,A171,1.0,A191,A201,0
A14,24.0,A35,A47,1597.0,A61,A75,4.0,A93,A101,4.0,A124,54.0,A143,A153,2.0,A173,2.0,A191,A201,0
A12,18.0,A35,A44,1795.0,A61,A75,3.0,A92,A103,4.0,A121,48.0,A141,A151,2.0,A172,1.0,A192,A201,0
A11,20.0,A35,A43,4272.0,A61,A75,1.0,A92,A101,4.0,A122,24.0,A143,A152,2.0,A173,1.0,A191,A201,0
A14,12.0,A35,A44,976.0,A65,A75,4.0,A93,A101,4.0,A123,35.0,A143,A152,2.0,A173,1.0,A191,A201,0
A12,12.0,A33,A41,7472.0,A65,A71,1.0,A92,A101,2.0,A121,24.0,A143,A151,1.0,A171,1.0,A191,A201,0
A11,36.0,A33,A41,9271.0,A61,A74,2.0,A93,A101,1.0,A123,24.0,A143,A152,1.0,A173,1.0,A192,A201,1
A12,6.0,A33,A44,590.0,A61,A72,3.0,A94,A101,3.0,A121,26.0,A143,A152,1.0,A172,1.0,A191,A202,0
A14,12.0,A35,A44,930.0,A65,A75,4.0,A93,A101,4.0,A121,65.0,A143,A152,4.0,A173,1.0,A191,A201,0
A12,42.0,A32,A42,9283.0,A61,A71,1.0,A93,A101,2.0,A124,55.0,A141,A153,1.0,A174,1.0,A192,A201,0
A12,15.0,A31,A41,1778.0,A61,A72,2.0,A92,A101,1.0,A121,26.0,A143,A151,2.0,A171,1.0,A191,A201,1
A12,8.0,A33,A410,907.0,A61,A72,3.0,A94,A101,2.0,A121,26.0,A143,A152,1.0,A173,1.0,A192,A201,0
A12,6.0,A33,A44,484.0,A61,A74,3.0,A94,A103,3.0,A121,28.0,A141,A152,1.0,A172,1.0,A191,A201,0
A11,36.0,A35,A42,9629.0,A61,A74,4.0,A93,A101,4.0,A123,24.0,A143,A152,2.0,A173,1.0,A192,A201,1
A11,48.0,A33,A45,3051.0,A61,A73,3.0,A93,A101,4.0,A123,54.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,48.0,A33,A41,3931.0,A61,A74,4.0,A93,A101,4.0,A124,46.0,A143,A153,1.0,A173,2.0,A191,A201,1
A12,36.0,A34,A41,7432.0,A61,A73,2.0,A92,A101,2.0,A122,54.0,A143,A151,1.0,A173,1.0,A191,A201,0
A14,6.0,A33,A45,1338.0,A63,A73,1.0,A91,A101,4.0,A121,62.0,A143,A152,1.0,A173,1.0,A191,A201,0
A14,6.0,A35,A44,1554.0,A61,A74,1.0,A92,A101,2.0,A123,24.0,A143,A151,2.0,A173,1.0,A192,A201,0
A11,36.0,A33,A411,15857.0,A61,A71,2.0,A91,A102,3.0,A123,43.0,A143,A152,1.0,A174,1.0,A191,A201,0
A11,18.0,A33,A44,1345.0,A61,A73,4.0,A94,A101,3.0,A121,26.0,A141,A152,1.0,A173,1.0,A191,A201,1
A14,12.0,A33,A41,1101.0,A61,A73,3.0,A94,A101,2.0,A121,27.0,A143,A152,2.0,A173,1.0,A192,A201,0
A13,12.0,A33,A44,3016.0,A61,A73,3.0,A94,A101,1.0,A123,24.0,A143,A152,1.0,A173,1.0,A191,A201,0
A11,36.0,A33,A43,2712.0,A61,A75,2.0,A93,A101,2.0,A122,41.0,A141,A152,1.0,A173,2.0,A191,A201,1
A11,8.0,A35,A41,731.0,A61,A75,4.0,A93,A101,4.0,A121,47.0,A143,A152,2.0,A172,1.0,A191,A201,0
A14,18.0,A35,A43,3780.0,A61,A72,3.0,A91,A101,2.0,A123,35.0,A143,A152,2.0,A174,1.0,A192,A201,0
A11,21.0,A35,A41,1602.0,A61,A75,4.0,A94,A101,3.0,A123,30.0,A143,A152,2.0,A173,1.0,A192,A201,0
A11,18.0,A35,A41,3966.0,A61,A75,1.0,A92,A101,4.0,A121,33.0,A141,A151,3.0,A173,1.0,A192,A201,1
A14,18.0,A31,A410,4165.0,A61,A73,2.0,A93,A101,2.0,A123,36.0,A142,A152,2.0,A173,2.0,A191,A201,1
A11,36.0,A33,A42,8335.0,A65,A75,3.0,A93,A101,4.0,A124,47.0,A143,A153,1.0,A173,1.0,A191,A201,1
A12,48.0,A34,A410,6681.0,A65,A73,4.0,A93,A101,4.0,A124,38.0,A143,A153,1.0,A173,2.0,A192,A201,0
A14,24.0,A34,A410,2375.0,A63,A73,4.0,A93,A101,2.0,A123,44.0,A143,A152,2.0,A173,2.0,A192,A201,0
A11,18.0,A33,A41,1216.0,A61,A72,4.0,A92,A101,3.0,A123,23.0,A143,A151,1.0,A173,1.0,A192,A201,1
A11,45.0,A31,A410,11816.0,A61,A75,2.0,A93,A101,4.0,A123,29.0,A143,A151,2.0,A173,1.0,A191,A201,1
A12,24.0,A33,A44,5084.0,A65,A75,2.0,A92,A101,4.0,A123,42.0,A143,A152,1.0,A173,1.0,A192,A201,0
A13,15.0,A33,A44,2327.0,A61,A72,2.0,A92,A101,3.0,A121,25.0,A143,A152,1.0,A172,1.0,A191,A201,1
A11,12.0,A31,A41,1082.0,A61,A73,4.0,A93,A101,4.0,A123,48.0,A141,A152,2.0,A173,1.0,A191,A201,1
A14,12.0,A33,A44,886.0,A65,A73,4.0,A92,A101,2.0,A123,21.0,A143,A152,1.0,A173,1.0,A191,A201,0
A14,4.0,A33,A43,601.0,A61,A72,1.0,A92,A101,3.0,A121,23.0,A143,A151,1.0,A172,2.0,A191,A201,0
A11,24.0,A35,A42,2957.0,A61,A75,4.0,A93,A101,4.0,A122,63.0,A143,A152,2.0,A173,1.0,A192,A201,0
A14,24.0,A35,A44,2611.0,A61,A75,4.0,A94,A102,3.0,A121,46.0,A143,A152,2.0,A173,1.0,A191,A201,0
A11,36.0,A33,A43,5179.0,A61,A74,4.0,A93,A101,2.0,A122,29.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,21.0,A34,A42,2993.0,A61,A73,3.0,A93,A101,2.0,A121,28.0,A142,A152,2.0,A172,1.0,A191,A201,0
A14,18.0,A33,A46,1943.0,A61,A72,4.0,A92,A101,4.0,A121,23.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,24.0,A32,A410,1559.0,A61,A74,4.0,A93,A101,4.0,A123,50.0,A141,A152,1.0,A173,1.0,A192,A201,0
A14,18.0,A33,A43,3422.0,A61,A75,4.0,A93,A101,4.0,A122,47.0,A141,A152,3.0,A173,2.0,A192,A201,0
A12,21.0,A33,A43,3976.0,A65,A74,2.0,A93,A101,3.0,A123,35.0,A143,A152,1.0,A173,1.0,A192,A201,0
A14,18.0,A33,A41,6761.0,A65,A73,2.0,A93,A101,4.0,A123,68.0,A143,A151,2.0,A173,1.0,A191,A201,1
A14,24.0,A33,A41,1249.0,A61,A72,4.0,A94,A101,2.0,A121,28.0,A143,A152,1.0,A173,1.0,A191,A201,0
A11,9.0,A33,A44,1364.0,A61,A74,3.0,A93,A101,4.0,A121,59.0,A143,A152,1.0,A173,1.0,A191,A201,0
A11,12.0,A33,A44,709.0,A61,A75,4.0,A93,A101,4.0,A121,57.0,A142,A152,1.0,A172,1.0,A191,A201,1
A11,20.0,A35,A41,2235.0,A61,A73,4.0,A94,A103,2.0,A122,33.0,A141,A151,2.0,A173,1.0,A191,A202,1
A14,24.0,A35,A42,4042.0,A65,A74,3.0,A93,A101,4.0,A122,43.0,A143,A152,2.0,A173,1.0,A192,A201,0
A14,15.0,A35,A44,1471.0,A61,A73,4.0,A93,A101,4.0,A124,35.0,A143,A153,2.0,A173,1.0,A192,A201,0
A11,18.0,A32,A41,1442.0,A61,A74,4.0,A93,A101,4.0,A124,32.0,A143,A153,2.0,A172,2.0,A191,A201,1
A14,36.0,A34,A41,10875.0,A61,A75,2.0,A93,A101,2.0,A123,45.0,A143,A152,2.0,A173,2.0,A192,A201,0
A14,24.0,A33,A41,1474.0,A62,A72,4.0,A94,A101,3.0,A121,33.0,A143,A152,1.0,A173,1.0,A192,A201,0
A14,10.0,A33,A49,894.0,A65,A74,4.0,A92,A101,3.0,A122,40.0,A143,A152,1.0,A173,1.0,A192,A201,0
A14,15.0,A35,A43,3343.0,A61,A73,4.0,A93,A101,2.0,A124,28.0,A143,A153,1.0,A173,1.0,A192,A201,0
A11,15.0,A33,A41,3959.0,A61,A73,3.0,A92,A101,2.0,A122,29.0,A143,A152,1.0,A173,1.0,A192,A201,1
A14,9.0,A33,A41,3577.0,A62,A73,1.0,A93,A103,2.0,A121,26.0,A143,A151,1.0,A173,2.0,A191,A202,0
A14,24.0,A35,A42,5804.0,A64,A73,4.0,A93,A101,2.0,A121,27.0,A143,A152,2.0,A173,1.0,A191,A201,0
A14,18.0,A34,A410,2169.0,A61,A73,4.0,A94,A101,2.0,A123,28.0,A143,A152,1.0,A173,1.0,A192,A201,1
A11,24.0,A33,A44,2439.0,A61,A72,4.0,A92,A101,4.0,A121,35.0,A143,A152,1.0,A173,1.0,A192,A201,1
A14,27.0,A35,A43,4526.0,A64,A72,4.0,A93,A101,2.0,A121,32.0,A142,A152,2.0,A172,2.0,A192,A201,0
A14,10.0,A33,A43,2210.0,A61,A73,2.0,A93,A101,2.0,A121,25.0,A141,A151,1.0,A172,1.0,A191,A201,1
A14,15.0,A33,A43,2221.0,A63,A73,2.0,A92,A101,4.0,A123,20.0,A143,A151,1.0,A173,1.0,A191,A201,0
A11,18.0,A33,A44,2389.0,A61,A72,4.0,A92,A101,1.0,A123,27.0,A142,A152,1.0,A173,1.0,A191,A201,0
A14,12.0,A35,A43,3331.0,A61,A75,2.0,A93,A101,4.0,A122,42.0,A142,A152,1.0,A173,1.0,A191,A201,0
A14,36.0,A33,A410,7409.0,A65,A75,3.0,A93,A101,2.0,A122,37.0,A143,A152,2.0,A173,1.0,A191,A201,0
A11,12.0,A33,A43,652.0,A61,A75,4.0,A92,A101,4.0,A122,24.0,A143,A151,1.0,A173,1.0,A191,A201,0
A14,36.0,A34,A43,7678.0,A63,A74,2.0,A92,A101,4.0,A123,40.0,A143,A152,2.0,A173,1.0,A192,A201,0
A13,6.0,A35,A41,1343.0,A61,A75,1.0,A93,A101,4.0,A121,46.0,A143,A152,2.0,A173,2.0,A191,A202,0
A11,24.0,A35,A410,1382.0,A62,A74,4.0,A93,A101,1.0,A121,26.0,A143,A152,2.0,A173,1.0,A192,A201,0
A14,15.0,A33,A45,874.0,A65,A72,4.0,A92,A101,1.0,A121,24.0,A143,A152,1.0,A173,1.0,A191,A201,0
A11,12.0,A33,A43,3590.0,A61,A73,2.0,A93,A102,2.0,A122,29.0,A143,A152,1.0,A172,2.0,A191,A201,0
A12,11.0,A35,A41,1322.0,A64,A73,4.0,A92,A101,4.0,A123,40.0,A143,A152,2.0,A173,1.0,A191,A201,0
A11,18.0,A32,A44,1940.0,A61,A72,3.0,A93,A102,4.0,A124,36.0,A141,A153,1.0,A174,1.0,A192,A201,0
A14,36.0,A33,A44,3595.0,A61,A75,4.0,A93,A101,2.0,A123,28.0,A143,A152,1.0,A173,1.0,A191,A201,0
A11,9.0,A33,A41,1422.0,A61,A72,3.0,A93,A101,2.0,A124,27.0,A143,A153,1.0,A174,1.0,A192,A201,1
A14,30.0,A35,A44,6742.0,A65,A74,2.0,A93,A101,3.0,A122,36.0,A143,A152,2.0,A173,1.0,A191,A201,0
A14,24.0,A33,A42,7814.0,A61,A74,3.0,A93,A101,3.0,A123,38.0,A143,A152,1.0,A174,1.0,A192,A201,0
A14,24.0,A33,A42,9277.0,A65,A73,2.0,A91,A101,4.0,A124,48.0,A143,A153,1.0,A173,1.0,A192,A201,0
A12,30.0,A35,A41,2181.0,A65,A75,4.0,A93,A101,4.0,A121,36.0,A143,A152,2.0,A173,1.0,A191,A201,0
A14,18.0,A35,A44,1098.0,A61,A71,4.0,A92,A101,4.0,A123,65.0,A143,A152,2.0,A171,1.0,A191,A201,0
A12,24.0,A33,A43,4057.0,A61,A74,3.0,A91,A101,3.0,A123,43.0,A143,A152,1.0,A173,1.0,A192,A201,1
A11,12.0,A33,A47,795.0,A61,A72,4.0,A92,A101,4.0,A122,53.0,A143,A152,1.0,A173,1.0,A191,A201,1
A12,24.0,A35,A410,2825.0,A65,A74,4.0,A93,A101,3.0,A124,34.0,A143,A152,2.0,A173,2.0,A192,A201,0
A12,48.0,A33,A410,15672.0,A61,A73,2.0,A93,A101,2.0,A123,23.0,A143,A152,1.0,A173,1.0,A192,A201,1
A14,36.0,A35,A41,6614.0,A61,A75,4.0,A93,A101,4.0,A123,34.0,A143,A152,2.0,A174,1.0,A192,A201,0
A14,28.0,A32,A42,7824.0,A65,A72,3.0,A93,A103,4.0,A121,40.0,A141,A151,2.0,A173,2.0,A192,A201,0
A11,27.0,A35,A410,2442.0,A61,A75,4.0,A93,A101,4.0,A123,43.0,A142,A152,4.0,A174,2.0,A192,A201,0
A14,15.0,A35,A44,1829.0,A61,A75,4.0,A93,A101,4.0,A123,46.0,A143,A152,2.0,A173,1.0,A192,A201,0
A11,12.0,A35,A41,2171.0,A61,A73,4.0,A93,A101,4.0,A122,38.0,A141,A152,2.0,A172,1.0,A191,A202,0
A12,36.0,A35,A42,5800.0,A61,A73,3.0,A93,A101,4.0,A123,34.0,A143,A152,2.0,A173,1.0,A192,A201,0
A14,18.0,A35,A44,1169.0,A65,A73,4.0,A93,A101,3.0,A122,29.0,A143,A152,2.0,A173,1.0,A192,A201,0
A14,36.0,A34,A42,8947.0,A65,A74,3.0,A93,A101,2.0,A123,31.0,A142,A152,1.0,A174,2.0,A192,A201,0
A11,21.0,A33,A44,2606.0,A61,A72,4.0,A92,A101,4.0,A122,28.0,A143,A151,1.0,A174,1.0,A192,A201,0
A14,12.0,A35,A43,1592.0,A64,A74,3.0,A92,A101,2.0,A122,35.0,A143,A152,1.0,A173,1.0,A191,A202,0
A14,15.0,A33,A43,2186.0,A65,A74,1.0,A92,A101,4.0,A121,33.0,A141,A151,1.0,A172,1.0,A191,A201,0
A11,18.0,A33,A43,4153.0,A61,A73,2.0,A93,A102,3.0,A123,42.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,16.0,A35,A41,2625.0,A61,A75,2.0,A93,A103,4.0,A122,43.0,A141,A151,1.0,A173,1.0,A192,A201,1
A14,20.0,A35,A41,3485.0,A65,A72,2.0,A91,A101,4.0,A121,44.0,A143,A152,2.0,A173,1.0,A192,A201,0
A14,36.0,A35,A42,10477.0,A65,A75,2.0,A93,A101,4.0,A124,42.0,A143,A153,2.0,A173,1.0,A191,A201,0
A14,15.0,A33,A44,1386.0,A65,A73,4.0,A94,A101,2.0,A121,40.0,A143,A151,1.0,A173,1.0,A192,A201,0
A14,24.0,A33,A44,1278.0,A61,A75,4.0,A93,A101,1.0,A121,36.0,A143,A152,1.0,A174,1.0,A192,A201,0
A11,12.0,A33,A44,1107.0,A61,A73,2.0,A93,A101,2.0,A121,20.0,A143,A151,1.0,A174,2.0,A192,A201,0
A11,21.0,A33,A41,3763.0,A65,A74,2.0,A93,A102,2.0,A121,24.0,A143,A152,1.0,A172,1.0,A191,A202,0
A12,36.0,A33,A47,3711.0,A65,A73,2.0,A94,A101,2.0,A123,27.0,A143,A152,1.0,A173,1.0,A191,A201,0
A14,15.0,A34,A42,3594.0,A61,A72,1.0,A92,A101,2.0,A122,46.0,A143,A152,2.0,A172,1.0,A191,A201,0
A12,9.0,A33,A41,3195.0,A65,A73,1.0,A92,A101,2.0,A121,33.0,A143,A152,1.0,A172,1.0,A191,A201,0
A14,36.0,A34,A44,4454.0,A61,A73,4.0,A92,A101,4.0,A121,34.0,A143,A152,2.0,A173,1.0,A191,A201,0
A12,24.0,A35,A43,4736.0,A61,A72,2.0,A92,A101,4.0,A123,25.0,A141,A152,1.0,A172,1.0,A191,A201,1
A12,30.0,A33,A44,2991.0,A65,A75,2.0,A92,A101,4.0,A123,25.0,A143,A152,1.0,A173,1.0,A191,A201,0
A14,11.0,A33,A410,2142.0,A64,A75,1.0,A91,A101,2.0,A121,28.0,A143,A152,1.0,A173,1.0,A192,A201,0
A11,24.0,A32,A410,3161.0,A61,A73,4.0,A93,A101,2.0,A122,31.0,A143,A151,1.0,A173,1.0,A192,A201,1
A12,48.0,A31,A411,18424.0,A61,A73,1.0,A92,A101,2.0,A122,32.0,A141,A152,1.0,A174,1.0,A192,A202,1
A14,10.0,A33,A42,2848.0,A62,A73,1.0,A93,A102,2.0,A121,32.0,A143,A152,1.0,A173,2.0,A191,A201,0
A11,6.0,A33,A41,14896.0,A61,A75,1.0,A93,A101,4.0,A124,68.0,A141,A152,1.0,A174,1.0,A192,A201,1
A11,24.0,A33,A43,2359.0,A62,A71,1.0,A91,A101,1.0,A122,33.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,24.0,A33,A43,3345.0,A61,A75,4.0,A93,A101,2.0,A122,39.0,A143,A151,1.0,A174,1.0,A192,A201,1
A14,18.0,A35,A43,1817.0,A61,A73,4.0,A92,A101,2.0,A124,28.0,A143,A152,2.0,A173,1.0,A191,A201,0
A14,48.0,A34,A44,12749.0,A63,A74,4.0,A93,A101,1.0,A123,37.0,A143,A152,1.0,A174,1.0,A192,A201,0
A11,9.0,A33,A44,1366.0,A61,A72,3.0,A92,A101,4.0,A122,22.0,A143,A151,1.0,A173,1.0,A191,A201,1
A12,12.0,A33,A41,2002.0,A61,A74,3.0,A93,A101,4.0,A122,30.0,A143,A151,1.0,A173,2.0,A192,A201,0
A11,24.0,A32,A43,6872.0,A61,A72,2.0,A91,A101,1.0,A122,55.0,A141,A152,1.0,A173,1.0,A192,A201,1
A11,12.0,A32,A41,697.0,A61,A72,4.0,A93,A101,2.0,A123,46.0,A141,A152,2.0,A173,1.0,A192,A201,1
A11,18.0,A35,A43,1049.0,A61,A72,4.0,A92,A101,4.0,A122,21.0,A143,A151,1.0,A173,1.0,A191,A201,0
A11,48.0,A33,A42,10297.0,A61,A74,4.0,A93,A101,4.0,A124,39.0,A142,A153,3.0,A173,2.0,A192,A201,1
A14,30.0,A33,A44,1867.0,A65,A75,4.0,A93,A101,4.0,A123,58.0,A143,A152,1.0,A173,1.0,A192,A201,0
A11,12.0,A34,A41,1344.0,A61,A73,4.0,A93,A101,2.0,A121,43.0,A143,A152,2.0,A172,2.0,A191,A201,0
A11,24.0,A33,A43,1747.0,A61,A72,4.0,A93,A102,1.0,A122,24.0,A143,A152,1.0,A172,1.0,A191,A202,0
A12,9.0,A33,A44,1670.0,A61,A72,4.0,A92,A101,2.0,A123,22.0,A143,A152,1.0,A173,1.0,A192,A201,1
A14,9.0,A35,A41,1224.0,A61,A73,3.0,A93,A101,1.0,A121,30.0,A143,A152,2.0,A173,1.0,A191,A201,0
A14,12.0,A35,A44,522.0,A63,A75,4.0,A93,A101,4.0,A122,42.0,A143,A152,2.0,A173,2.0,A192,A201,0
A11,12.0,A33,A44,1498.0,A61,A73,4.0,A92,A101,1.0,A123,23.0,A141,A152,1.0,A173,1.0,A191,A201,0
A12,30.0,A34,A44,1919.0,A62,A72,4.0,A93,A101,3.0,A124,30.0,A142,A152,2.0,A174,1.0,A191,A201,1
A13,9.0,A33,A44,745.0,A61,A73,3.0,A92,A101,2.0,A121,28.0,A143,A152,1.0,A172,1.0,A191,A201,1
A12,6.0,A33,A44,2063.0,A61,A72,4.0,A94,A101,3.0,A123,30.0,A143,A151,1.0,A174,1.0,A192,A201,0
A12,60.0,A33,A47,6288.0,A61,A73,4.0,A93,A101,4.0,A124,42.0,A143,A153,1.0,A173,1.0,A191,A201,1
A14,24.0,A35,A42,6842.0,A65,A73,2.0,A93,A101,4.0,A122,46.0,A143,A152,2.0,A174,2.0,A192,A201,0
A14,12.0,A33,A41,3527.0,A65,A72,2.0,A93,A101,3.0,A122,45.0,A143,A152,1.0,A174,2.0,A192,A201,0
A14,10.0,A33,A41,1546.0,A61,A73,3.0,A93,A101,2.0,A121,31.0,A143,A152,1.0,A172,2.0,A191,A202,0
A14,24.0,A33,A43,929.0,A65,A74,4.0,A93,A101,2.0,A123,31.0,A142,A152,1.0,A173,1.0,A192,A201,0
A14,4.0,A35,A41,1455.0,A61,A74,2.0,A93,A101,1.0,A121,42.0,A143,A152,3.0,A172,2.0,A191,A201,0
A11,15.0,A33,A43,1845.0,A61,A72,4.0,A92,A103,1.0,A122,46.0,A143,A151,1.0,A173,1.0,A191,A201,0
A12,48.0,A31,A41,8358.0,A63,A72,1.0,A92,A101,1.0,A123,30.0,A143,A152,2.0,A173,1.0,A191,A201,0
A11,24.0,A32,A43,3349.0,A63,A72,4.0,A93,A101,4.0,A124,30.0,A143,A153,1.0,A173,2.0,A192,A201,1
A14,12.0,A33,A41,2859.0,A65,A71,4.0,A93,A101,4.0,A124,38.0,A143,A152,1.0,A174,1.0,A192,A201,0
A14,18.0,A33,A43,1533.0,A61,A72,4.0,A94,A102,1.0,A122,43.0,A143,A152,1.0,A172,2.0,A191,A201,1
A14,24.0,A33,A44,3621.0,A62,A75,2.0,A93,A101,4.0,A123,31.0,A143,A152,2.0,A173,1.0,A191,A201,1
A12,18.0,A35,A410,3590.0,A61,A71,3.0,A94,A101,3.0,A123,40.0,A143,A152,3.0,A171,2.0,A192,A201,0
A11,36.0,A34,A410,2145.0,A61,A74,2.0,A93,A101,1.0,A123,24.0,A143,A152,2.0,A173,1.0,A192,A201,1
A12,24.0,A33,A42,4113.0,A63,A72,3.0,A92,A101,4.0,A123,28.0,A143,A151,1.0,A173,1.0,A191,A201,1
